"peak_number","unique_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_kaniz_list_1","mass_list_match_kps_npl","mass_list_match_kps_pharmaceuticals_oct22","ms2","reference_ion","sample","group_area","peak_rating"
118,"6-(4-methoxyphenyl)pyrimidine-2,4-diamine_6.586","6-(4-methoxyphenyl)pyrimidine-2,4-diamine","C11 H12 N4 O","Full match","Full match","No results",-0.13,216.10108,217.10836,6.586,1176336615.8919,3,88,9.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_a",1062228864.89754,8.4
118,"6-(4-methoxyphenyl)pyrimidine-2,4-diamine_6.586","6-(4-methoxyphenyl)pyrimidine-2,4-diamine","C11 H12 N4 O","Full match","Full match","No results",-0.13,216.10108,217.10836,6.586,1176336615.8919,3,88,9.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_b",1049268665.8581,6.2
118,"6-(4-methoxyphenyl)pyrimidine-2,4-diamine_6.586","6-(4-methoxyphenyl)pyrimidine-2,4-diamine","C11 H12 N4 O","Full match","Full match","No results",-0.13,216.10108,217.10836,6.586,1176336615.8919,3,88,9.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_c",1176336615.8919,6.7
118,"6-(4-methoxyphenyl)pyrimidine-2,4-diamine_6.586","6-(4-methoxyphenyl)pyrimidine-2,4-diamine","C11 H12 N4 O","Full match","Full match","No results",-0.13,216.10108,217.10836,6.586,1176336615.8919,3,88,9.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_10_a",25840115.2987248,7.3
145,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol_10.748","4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2","Full match","Full match","No results",0.08,333.26681,334.27408,10.748,920189037.461435,1,71.2,44.9,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_27_a",709073726.138674,7.3
145,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol_10.748","4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2","Full match","Full match","No results",0.08,333.26681,334.27408,10.748,920189037.461435,1,71.2,44.9,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_27_b",920189037.461435,6.7
248,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol_12.535","4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2","Full match","Full match","No results",0.04,333.26679,334.27407,12.535,549303964.114207,1,74.7,71.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_27_b",549303964.114207,7.8
248,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol_12.535","4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2","Full match","Full match","No results",0.04,333.26679,334.27407,12.535,549303964.114207,1,74.7,71.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_27_c",350804219.020542,5.1
282,"6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol_6.913","6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol","C9 H8 N4 O","Full match","Full match","No results",-0.15,188.06978,189.07706,6.913,475087716.528031,1,68.6,47.8,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_1_a",3492728.5694617,5.3
282,"6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol_6.913","6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol","C9 H8 N4 O","Full match","Full match","No results",-0.15,188.06978,189.07706,6.913,475087716.528031,1,68.6,47.8,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_a",309920249.788888,8.4
282,"6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol_6.913","6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol","C9 H8 N4 O","Full match","Full match","No results",-0.15,188.06978,189.07706,6.913,475087716.528031,1,68.6,47.8,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_b",334920169.975995,8.4
282,"6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol_6.913","6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol","C9 H8 N4 O","Full match","Full match","No results",-0.15,188.06978,189.07706,6.913,475087716.528031,1,68.6,47.8,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_c",475087716.528031,8.4
282,"6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol_6.913","6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol","C9 H8 N4 O","Full match","Full match","No results",-0.15,188.06978,189.07706,6.913,475087716.528031,1,68.6,47.8,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_10_a",7700569.69376536,7.3
292,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.003","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.28,330.24053,353.22975,16.003,458730707.298942,7,99.3,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_4_a",344061581.749926,7.3
292,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.003","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.28,330.24053,353.22975,16.003,458730707.298942,7,99.3,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_4_b",451182021.446063,7.3
292,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.003","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.28,330.24053,353.22975,16.003,458730707.298942,7,99.3,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_4_c",225301331.057154,6.2
292,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.003","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.28,330.24053,353.22975,16.003,458730707.298942,7,99.3,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_21_a",78019400.5677029,6.7
292,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.003","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.28,330.24053,353.22975,16.003,458730707.298942,7,99.3,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_21_b",103500971.466769,7.8
292,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.003","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.28,330.24053,353.22975,16.003,458730707.298942,7,99.3,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_21_c",98934574.0922198,8.9
292,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.003","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.28,330.24053,353.22975,16.003,458730707.298942,7,99.3,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_24_a",458730707.298942,6.7
292,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.003","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.28,330.24053,353.22975,16.003,458730707.298942,7,99.3,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_24_b",394945219.289319,7.3
292,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.003","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.28,330.24053,353.22975,16.003,458730707.298942,7,99.3,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_24_c",352063713.167007,7.8
298,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.614","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.35,308.11957,309.12685,10.614,451418774.294345,1,76.9,72.9,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_4_a",347782768.790183,6.7
298,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.614","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.35,308.11957,309.12685,10.614,451418774.294345,1,76.9,72.9,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_4_b",451418774.294345,8.9
298,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.614","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.35,308.11957,309.12685,10.614,451418774.294345,1,76.9,72.9,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_4_c",264515233.47677,9.5
298,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.614","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.35,308.11957,309.12685,10.614,451418774.294345,1,76.9,72.9,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_b",9241329.399334,5.1
298,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.614","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.35,308.11957,309.12685,10.614,451418774.294345,1,76.9,72.9,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_24_a",38575372.3404718,7.3
298,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.614","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.35,308.11957,309.12685,10.614,451418774.294345,1,76.9,72.9,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_24_b",59731995.9324423,6.7
298,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.614","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.35,308.11957,309.12685,10.614,451418774.294345,1,76.9,72.9,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_24_c",43427500.0452336,7.3
353,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.219","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.37,330.2405,353.22973,16.219,396361538.672503,6,99.4,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_4_c",275354165.3243,5.7
353,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.219","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.37,330.2405,353.22973,16.219,396361538.672503,6,99.4,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_24_b",255675549.163287,7.8
353,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid_16.219","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5","Full match","Full match","No results",-0.37,330.2405,353.22973,16.219,396361538.672503,6,99.4,10,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1","batch_3_24_c",217350047.326103,7.3
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_4_a",141646232.758095,8.4
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_4_b",160940443.581637,8.4
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_4_c",12330738.5317864,7.8
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_a",22600800.5242359,8.4
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_b",208544564.200886,8.4
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_7_c",93234737.6528846,9.5
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_10_a",8345959.1507465,8.9
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_10_c",1117049.71667003,8.3
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_21_a",52046975.8385778,9.5
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_21_b",53534943.7290006,7.8
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_21_c",76268595.9936785,7.8
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_24_a",329288177.2973,8.4
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_24_b",351376390.564643,8.4
396,"Docosahexaenoic acid ethyl ester_20.279","Docosahexaenoic acid ethyl ester","C24 H36 O2","Full match","Full match","No results",-0.37,356.2714,357.27868,20.279,351376390.564643,2,88.6,81.4,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_24_c",268416273.97459,8.4
478,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.779","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.15,308.11951,309.12679,10.779,274489653.898757,4,92.3,83.2,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_4_a",87541371.3064886,8.4
478,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.779","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.15,308.11951,309.12679,10.779,274489653.898757,4,92.3,83.2,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_4_b",274489653.898757,8.4
478,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.779","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.15,308.11951,309.12679,10.779,274489653.898757,4,92.3,83.2,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_4_c",86249194.3309364,10
478,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.779","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.15,308.11951,309.12679,10.779,274489653.898757,4,92.3,83.2,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_24_a",19347899.3634705,10
478,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.779","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.15,308.11951,309.12679,10.779,274489653.898757,4,92.3,83.2,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_24_b",29913161.6848016,8.9
478,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid_10.779","5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid","C15 H20 N2 O3 S","Full match","Full match","No results",0.15,308.11951,309.12679,10.779,274489653.898757,4,92.3,83.2,"No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1","batch_3_24_c",25008786.1892279,8.9
