"name","sample_location","mass_list_name","mean_area"
"Tomatidine","digesterD","mz_cloud",81604572.7238465
"Tomatidine","feedpump","mz_cloud",7946226.96506754
"Tomatidine","newdry","mz_cloud",68679799.9018963
"Tomatidine","olddry","mz_cloud",11476384.8402914
"Tri-o-Cresyl phosphate","centrin","mz_cloud",4315746.28323885
"Tri-o-Cresyl phosphate","newdry","mz_cloud",7970076.21998704
"Tridemorph","centrin","mz_cloud",2986382.35691507
"Tridemorph","digesterA","mz_cloud",1704646.88041295
"Tridemorph","digesterB","mz_cloud",5420268.42853774
"Tridemorph","digesterC","mz_cloud",68416437.956813
"Tridemorph","digesterD","mz_cloud",55023927.4898259
"Tridemorph","feedpump","mz_cloud",54410645.5011619
"Tridemorph","mix","mz_cloud",10466183.8735932
"Tridemorph","newdry","mz_cloud",3209857.1163453
"Tridemorph","olddry","mz_cloud",73844217.4252212
"Triphenyl phosphate","centrin","mz_cloud",7133910.93570109
"Triphenyl phosphate","control","mz_cloud",12057218.4008097
"Triphenyl phosphate","digesterA","mz_cloud",5044899.14783814
"Triphenyl phosphate","digesterC","mz_cloud",3008568.15789341
"Triphenyl phosphate","digesterD","mz_cloud",4854719.56128558
"Triphenyl phosphate","feedpump","mz_cloud",61217007.2016354
"Triphenyl phosphate","mix","mz_cloud",2423153.65100713
"Triphenyl phosphate","newdry","mz_cloud",4069275.55494918
"Triphenyl phosphate","olddry","mz_cloud",10126633.9776915
"Tris(2-butoxyethyl) phosphate","centrin","mz_cloud",18444575.9028924
"Tris(2-butoxyethyl) phosphate","control","mz_cloud",48687460.7895361
"Tris(2-butoxyethyl) phosphate","digesterA","mz_cloud",34018598.3089911
"Tris(2-butoxyethyl) phosphate","digesterB","mz_cloud",39891686.166501
"Tris(2-butoxyethyl) phosphate","digesterC","mz_cloud",21948844.0065228
"Tris(2-butoxyethyl) phosphate","digesterD","mz_cloud",26486509.8325513
"Tris(2-butoxyethyl) phosphate","feedpump","mz_cloud",33997021.6767809
"Tris(2-butoxyethyl) phosphate","newdry","mz_cloud",28649729.248582
"Tris(2-butoxyethyl) phosphate","olddry","mz_cloud",14512549.6696878
"Veratramine","olddry","mz_cloud",25290318.571853
"Xanthohumol","centrin","mz_cloud",2667273.39943425
"Xanthohumol","digesterA","mz_cloud",25922843.2059315
"Xanthohumol","digesterB","mz_cloud",23302524.8790001
"Xanthohumol","digesterC","mz_cloud",3120809.81141209
"Xanthohumol","digesterD","mz_cloud",34565158.3404246
"Xanthohumol","feedpump","mz_cloud",2887531.88489639
"Xanthohumol","newdry","mz_cloud",3396480.51913674
"Xanthohumol","olddry","mz_cloud",3291536.15619938
"[(2R,2'S,4'aS,5'R,5''S,6'R,8'aS)-2'-(acetyloxy)-5''-(furan-3-yl)-6'-methyl-2'',8'-dioxo-octahydrodispiro[oxirane-2,1'-naphthalene-5',3''-oxolane]-8'a-yl]methyl acetate","centrin","mz_cloud",5313420.97666007
"[(2R,2'S,4'aS,5'R,5''S,6'R,8'aS)-2'-(acetyloxy)-5''-(furan-3-yl)-6'-methyl-2'',8'-dioxo-octahydrodispiro[oxirane-2,1'-naphthalene-5',3''-oxolane]-8'a-yl]methyl acetate","control","mz_cloud",26392749.5431512
"[(2R,2'S,4'aS,5'R,5''S,6'R,8'aS)-2'-(acetyloxy)-5''-(furan-3-yl)-6'-methyl-2'',8'-dioxo-octahydrodispiro[oxirane-2,1'-naphthalene-5',3''-oxolane]-8'a-yl]methyl acetate","mix","mz_cloud",140383387.988145
"[3,2-c]Pyrazole-androst-4-en-17β-ol","control","mz_cloud",23478096.5441993
"[3,2-c]Pyrazole-androst-4-en-17β-ol","olddry","mz_cloud",6351274.69037825
"[5-(2-thienyl)-3-isoxazolyl]methanol","centrin","mz_cloud",16563319.014645
"[5-(2-thienyl)-3-isoxazolyl]methanol","digesterA","mz_cloud",30793643.3383039
"[5-(2-thienyl)-3-isoxazolyl]methanol","digesterC","mz_cloud",23070512.5210708
"[5-(2-thienyl)-3-isoxazolyl]methanol","digesterD","mz_cloud",17146534.4139087
"[5-(2-thienyl)-3-isoxazolyl]methanol","newdry","mz_cloud",24372673.9768977
"[5-(2-thienyl)-3-isoxazolyl]methanol","olddry","mz_cloud",15762824.0725472
"cis-12-Octadecenoic acid methyl ester","centrin","mz_cloud",9138635.85389894
"cis-12-Octadecenoic acid methyl ester","digesterD","mz_cloud",7067796.79067509
"cis-12-Octadecenoic acid methyl ester","feedpump","mz_cloud",49555439.2612973
"cis-12-Octadecenoic acid methyl ester","newdry","mz_cloud",3246447.97329461
"cis-12-Octadecenoic acid methyl ester","olddry","mz_cloud",7964041.54221981
"ethyl 1-[4-(tert-butyl)phenyl]-5-cyano-4-methyl-6-oxo-1,6-dihydropyridazine-3-carboxylate","digesterB","mz_cloud",7774337.01417331
"ethyl 3-amino-1-[6-(4-methylpiperidino)pyridazin-3-yl]-1H-pyrazole-4-carboxylate","centrin","mz_cloud",5185685.3752627
"ethyl 3-amino-1-[6-(4-methylpiperidino)pyridazin-3-yl]-1H-pyrazole-4-carboxylate","control","mz_cloud",89910959.0607194
"ethyl 3-amino-1-[6-(4-methylpiperidino)pyridazin-3-yl]-1H-pyrazole-4-carboxylate","mix","mz_cloud",99034485.6165709
"mesityl (4-methylphenyl) sulfone","centrin","mz_cloud",35772031.6353367
"mesityl (4-methylphenyl) sulfone","digesterA","mz_cloud",29639303.5535702
"mesityl (4-methylphenyl) sulfone","digesterB","mz_cloud",18495626.3781958
"mesityl (4-methylphenyl) sulfone","digesterC","mz_cloud",17796694.534088
"mesityl (4-methylphenyl) sulfone","digesterD","mz_cloud",18527797.5641828
"mesityl (4-methylphenyl) sulfone","newdry","mz_cloud",3489637.54409835
"mesityl (4-methylphenyl) sulfone","olddry","mz_cloud",43343904.5151333
"{2-[(3S)-3-(1-Methyl-1H-benzimidazol-2-yl)-1-pyrrolidinyl]-2-oxoethoxy}acetic acid","olddry","mz_cloud",16533864.420007
