"peak_number","name","formula","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
5796,"3-(2,3-dihydro-1-benzofuran-5-yl)-1-isopropyldihydro-2,4(1H,3H)-pyrimidinedione","C15 H18 N2 O3",274.13183,275.1391,7.684,"mz_cloud",1485096.3940418,"kasane wwtp (main) surface water"
3214,"3-(2-Hydroxyethyl)indole","C10 H11 N O",161.0841,162.09138,12.271,"mz_cloud",2358814.23842577,"maun wwtp (main) waste water"
1694,"3-(tert-butyl)-1-methyl-N-(6-quinoxalinyl)-1H-pyrazole-5-carboxamide","C17 H19 N5 O",309.15776,310.16504,11.912,"mz_cloud",379338.174787893,"kasane wwtp (main) surface water"
4742,"3-Acetylpyridine","C7 H7 N O",121.05291,122.06019,3.883,"mz_cloud",1817963.54423404,"kasane wwtp (overflow) surface water"
6328,"3-Hydroxydetomidine","C12 H14 N2 O",202.11061,203.11789,13.398,"mz_cloud",236165.332810643,"kasane wwtp (main) surface water"
6328,"3-Hydroxydetomidine","C12 H14 N2 O",202.11061,203.11789,13.398,"mz_cloud",1137642.13193697,"glen valley (reclamation) surface water"
2444,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,3.725,"mz_cloud",2585118.63255246,"palapye wwtp (eff) waste water"
2444,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,3.725,"mz_cloud",3124150.46216349,"palapye wwtp surface water"
3585,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,6.998,"mz_cloud",542588.77158819,"lotsane dam surface water"
2444,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,3.725,"mz_cloud",3809426.27573801,"francistown wwtp surface water"
3585,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,6.998,"mz_cloud",2662624.42179914,"kasane wwtp (overflow) surface water"
2444,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,3.725,"mz_cloud",2134419.71312401,"glen valley (reclamation) surface water"
1686,"3-Methyl-5-[(1S,2R,4aR)-1,2,4a,5-tetramethyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]pentanoic acid","C20 H32 O3",320.23526,321.24254,17.317,"mz_cloud",3076504.42085266,"palapye wwtp (eff) waste water"
1686,"3-Methyl-5-[(1S,2R,4aR)-1,2,4a,5-tetramethyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]pentanoic acid","C20 H32 O3",320.23526,321.24254,17.317,"mz_cloud",5487658.21525636,"palapye wwtp surface water"
5096,"3-Methylbenzophenone","C14 H12 O",196.08884,197.09611,16.667,"mz_cloud",1338877.76632153,"kasane wwtp (main) surface water"
5096,"3-Methylbenzophenone","C14 H12 O",196.08884,197.09611,16.667,"mz_cloud",282339.134711714,"maun beach (before) surface water"
1454,"3-[(E)-2-[(1R,4aS,5R,6R,8aR)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-decahydronaphthalen-1-yl]ethenyl]-2,5-dihydrofuran-2-one","C20 H28 O4",332.19865,333.20583,17.006,"mz_cloud",4213517.9962559,"lecheng spring surface water"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"mz_cloud",115022.182558524,"lecheng stream surface water"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"mz_cloud",4839792.9496673,"palapye wwtp (eff) waste water"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"mz_cloud",5723072.02012155,"palapye wwtp surface water"
1385,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16759,291.15684,14.026,"mz_cloud",6531345.60161087,"francistown wwtp surface water"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"mz_cloud",11491777.6061661,"maun wwtp (main) waste water"
1385,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16759,291.15684,14.026,"mz_cloud",3456954.27525234,"glen valley (reclamation) surface water"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"mz_cloud",6101331.87695548,"glen valley (recreational) surface water"
2399,"3-amino-2,6-diphenyl-4,7-dihydro-2H-pyrazolo[3,4-d]pyrimidin-4-one","C17 H13 N5 O",303.11083,304.1181,12.38,"mz_cloud",429209.815554009,"kasane wwtp (main) surface water"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"mz_cloud",2684583.86168256,"palapye wwtp (eff) waste water"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"mz_cloud",2590853.790488,"palapye wwtp surface water"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"mz_cloud",31236171.6097019,"francistown wwtp surface water"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"mz_cloud",5475047.8993161,"kasane wwtp (main) surface water"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"mz_cloud",588935.640135339,"kasane (recreational) surface water"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"mz_cloud",7343516.92535129,"glen valley (recreational) surface water"
2639,"3-hydroxy-3-(2-pyridylmethyl)indolin-2-one","C14 H12 N2 O2",240.08999,241.09726,9.464,"mz_cloud",2779686.85098957,"palapye wwtp (eff) waste water"
2639,"3-hydroxy-3-(2-pyridylmethyl)indolin-2-one","C14 H12 N2 O2",240.08999,241.09726,9.464,"mz_cloud",3638800.83378033,"palapye wwtp surface water"
2639,"3-hydroxy-3-(2-pyridylmethyl)indolin-2-one","C14 H12 N2 O2",240.08999,241.09726,9.464,"mz_cloud",1711532.54463807,"francistown wwtp surface water"
2639,"3-hydroxy-3-(2-pyridylmethyl)indolin-2-one","C14 H12 N2 O2",240.08999,241.09726,9.464,"mz_cloud",1038831.28322335,"kasane wwtp (main) surface water"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"mz_cloud",2681197.51672236,"palapye wwtp (eff) waste water"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"mz_cloud",3085864.6863715,"palapye wwtp surface water"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"mz_cloud",1530229.01938453,"francistown wwtp surface water"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"mz_cloud",1842220.30140768,"kasane wwtp (main) surface water"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"mz_cloud",1427490.36645085,"maun wwtp (main) waste water"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"mz_cloud",1858323.74979485,"glen valley (reclamation) surface water"
792,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10084,337.10812,14.926,"mz_cloud",2475400.83524978,"palapye wwtp (eff) waste water"
43,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10081,337.1081,14.332,"mz_cloud",14053513.4532059,"palapye wwtp surface water"
792,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10084,337.10812,14.926,"mz_cloud",10623168.9206262,"francistown wwtp surface water"
43,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10081,337.1081,14.332,"mz_cloud",2546205.55014988,"kasane wwtp (main) surface water"
43,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10081,337.1081,14.332,"mz_cloud",13704221.075807,"glen valley (reclamation) surface water"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"mz_cloud",266378.634320644,"lecheng spring surface water"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"mz_cloud",867929.249698337,"palapye wwtp surface water"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"mz_cloud",423692.893084428,"kasane wwtp (main) surface water"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"mz_cloud",5001284.04354229,"maun wwtp (main) waste water"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"mz_cloud",1062760.5857696,"glen valley (reclamation) surface water"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"mz_cloud",2897534.09618481,"glen valley (recreational) surface water"
4980,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid","C15 H26 O4",270.18331,293.17258,14.919,"mz_cloud",1526159.17407144,"palapye wwtp (eff) waste water"
4980,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid","C15 H26 O4",270.18331,293.17258,14.919,"mz_cloud",1408750.34225689,"palapye wwtp surface water"
4980,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid","C15 H26 O4",270.18331,293.17258,14.919,"mz_cloud",1200920.04279142,"francistown wwtp surface water"
4980,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid","C15 H26 O4",270.18331,293.17258,14.919,"mz_cloud",1843706.49268787,"kasane (main) surface water"
2248,"4'-Hydroxydiclofenac","C14 H11 Cl2 N O3",311.01178,312.01907,15.674,"mz_cloud",4268897.02030849,"francistown wwtp surface water"
3118,"4,4'-Dihydroxydiphenylsulfone","C12 H10 O4 S",250.03007,251.03735,10.666,"mz_cloud",444697.957889565,"palapye wwtp (eff) waste water"
3118,"4,4'-Dihydroxydiphenylsulfone","C12 H10 O4 S",250.03007,251.03735,10.666,"mz_cloud",3068527.60315334,"francistown wwtp surface water"
6606,"4,4'-Oxydianiline","C12 H12 N2 O",200.09497,201.10225,6.935,"mz_cloud",768048.498332834,"palapye wwtp (eff) waste water"
6606,"4,4'-Oxydianiline","C12 H12 N2 O",200.09497,201.10225,6.935,"mz_cloud",1198511.21176598,"palapye wwtp surface water"
4884,"4,6-Dimethyl-2(1H)-pyrimidinone","C6 H8 N2 O",124.06379,125.07106,5.074,"mz_cloud",1887075.73543879,"francistown wwtp surface water"
4314,"4,6-Dimethyl-2(1H)-pyrimidinone","C6 H8 N2 O",124.0638,125.07107,2.325,"mz_cloud",845354.875260612,"kasane wwtp (overflow) surface water"
4314,"4,6-Dimethyl-2(1H)-pyrimidinone","C6 H8 N2 O",124.0638,125.07107,2.325,"mz_cloud",1684737.67214722,"maun beach (after) surface water"
4314,"4,6-Dimethyl-2(1H)-pyrimidinone","C6 H8 N2 O",124.0638,125.07107,2.325,"mz_cloud",1318874.17446094,"glen valley (reclamation) surface water"
8345,"4,6-dimethyl-2,7-diphenyl-3,7-dihydro-2H-pyrazolo[3,4-b]pyridin-3-one","C20 H17 N3 O",315.13593,316.1432,14.311,"mz_cloud",594383.065536417,"lecheng stream surface water"
4956,"4,7,8-trimethoxyfuro[2,3-b]quinoline","C14 H13 N O4",259.08551,260.09279,9.976,"mz_cloud",1495927.62379447,"kasane (main) surface water"
6681,"4-((4Z,6E)-5,7-Dimethyl-2,3-dihydro-1H-1,4-diazepin-6-yl)morpholine","C11 H19 N3 O",209.1528,210.16008,8.107,"mz_cloud",793460.948593649,"palapye wwtp (eff) waste water"
6681,"4-((4Z,6E)-5,7-Dimethyl-2,3-dihydro-1H-1,4-diazepin-6-yl)morpholine","C11 H19 N3 O",209.1528,210.16008,8.107,"mz_cloud",581426.292276389,"kasane wwtp (main) surface water"
6681,"4-((4Z,6E)-5,7-Dimethyl-2,3-dihydro-1H-1,4-diazepin-6-yl)morpholine","C11 H19 N3 O",209.1528,210.16008,8.107,"mz_cloud",438096.294707467,"glen valley (recreational) surface water"
53,"4-(1H-imidazol-1-yl)benzoic acid","C10 H8 N2 O2",188.05863,189.06591,7.741,"mz_cloud",8751313.19324783,"palapye wwtp (eff) waste water"
53,"4-(1H-imidazol-1-yl)benzoic acid","C10 H8 N2 O2",188.05863,189.06591,7.741,"mz_cloud",12429096.7794207,"palapye wwtp surface water"
53,"4-(1H-imidazol-1-yl)benzoic acid","C10 H8 N2 O2",188.05863,189.06591,7.741,"mz_cloud",86069213.5282094,"francistown wwtp surface water"
8206,"4-(1H-imidazol-1-yl)benzoic acid","C10 H8 N2 O2",188.05862,189.0659,2.984,"mz_cloud",672093.432150493,"maun beach (after) surface water"
53,"4-(1H-imidazol-1-yl)benzoic acid","C10 H8 N2 O2",188.05863,189.06591,7.741,"mz_cloud",3413112.89428092,"glen valley (reclamation) surface water"
7305,"4-(2,3-dihydro-1H-indol-1-yl)-1-phenyl-1H-pyrazolo[3,4-d]pyrimidine","C19 H15 N5",313.13158,314.13886,6.905,"mz_cloud",979050.894228622,"palapye wwtp surface water"
4442,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid","C11 H10 N2 O3",218.06924,219.07651,6.051,"mz_cloud",379320.777451489,"palapye wwtp (eff) waste water"
4442,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid","C11 H10 N2 O3",218.06924,219.07651,6.051,"mz_cloud",153529.420279582,"lotsane dam surface water"
4442,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid","C11 H10 N2 O3",218.06924,219.07651,6.051,"mz_cloud",2071038.81212712,"maun wwtp (main) waste water"
4707,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid","C11 H10 N2 O3",218.06923,219.07651,9.745,"mz_cloud",1462795.92450057,"glen valley (reclamation) surface water"
4442,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid","C11 H10 N2 O3",218.06924,219.07651,6.051,"mz_cloud",1492361.1963723,"glen valley (recreational) surface water"
462,"4-(4,5-dihydro-1H-imidazol-2-yl)-2,6-dimethylmorpholine hydrobromide","C9 H17 N3 O",183.13723,184.14451,8.582,"mz_cloud",11773067.1992619,"palapye wwtp (eff) waste water"
462,"4-(4,5-dihydro-1H-imidazol-2-yl)-2,6-dimethylmorpholine hydrobromide","C9 H17 N3 O",183.13723,184.14451,8.582,"mz_cloud",16068537.2694528,"palapye wwtp surface water"
462,"4-(4,5-dihydro-1H-imidazol-2-yl)-2,6-dimethylmorpholine hydrobromide","C9 H17 N3 O",183.13723,184.14451,8.582,"mz_cloud",4572769.64401414,"francistown wwtp surface water"
462,"4-(4,5-dihydro-1H-imidazol-2-yl)-2,6-dimethylmorpholine hydrobromide","C9 H17 N3 O",183.13723,184.14451,8.582,"mz_cloud",6808852.9454647,"kasane wwtp (main) surface water"
462,"4-(4,5-dihydro-1H-imidazol-2-yl)-2,6-dimethylmorpholine hydrobromide","C9 H17 N3 O",183.13723,184.14451,8.582,"mz_cloud",13155722.2781518,"maun wwtp (main) waste water"
462,"4-(4,5-dihydro-1H-imidazol-2-yl)-2,6-dimethylmorpholine hydrobromide","C9 H17 N3 O",183.13723,184.14451,8.582,"mz_cloud",4227657.32469062,"glen valley (reclamation) surface water"
462,"4-(4,5-dihydro-1H-imidazol-2-yl)-2,6-dimethylmorpholine hydrobromide","C9 H17 N3 O",183.13723,184.14451,8.582,"mz_cloud",4767062.59000666,"glen valley (recreational) surface water"
2514,"4-(Benzyloxy)-N'-hydroxybenzenecarboximidamide","C14 H14 N2 O2",242.1056,243.11291,14.149,"mz_cloud",491486.375390171,"lecheng spring surface water"
2514,"4-(Benzyloxy)-N'-hydroxybenzenecarboximidamide","C14 H14 N2 O2",242.1056,243.11291,14.149,"mz_cloud",495469.680882086,"kasane wwtp (main) surface water"
3360,"4-(methylthio)-6-phenyl-2-(3-pyridyl)pyrimidine-5-carbonitrile","C17 H12 N4 S",304.07715,305.08443,1.247,"mz_cloud",694590.19927016,"palapye wwtp surface water"
3360,"4-(methylthio)-6-phenyl-2-(3-pyridyl)pyrimidine-5-carbonitrile","C17 H12 N4 S",304.07715,305.08443,1.247,"mz_cloud",755561.305594416,"francistown wwtp surface water"
3360,"4-(methylthio)-6-phenyl-2-(3-pyridyl)pyrimidine-5-carbonitrile","C17 H12 N4 S",304.07715,305.08443,1.247,"mz_cloud",2835425.94262138,"maun beach (after) surface water"
3360,"4-(methylthio)-6-phenyl-2-(3-pyridyl)pyrimidine-5-carbonitrile","C17 H12 N4 S",304.07715,305.08443,1.247,"mz_cloud",1995239.88609522,"maun wwtp (main) waste water"
1037,"4-(tert-butyl)phenyl 3,5-dimethylisoxazole-4-carboxylate","C16 H19 N O3",273.13571,274.14296,11.246,"mz_cloud",6245851.37689885,"palapye wwtp (eff) waste water"
1037,"4-(tert-butyl)phenyl 3,5-dimethylisoxazole-4-carboxylate","C16 H19 N O3",273.13571,274.14296,11.246,"mz_cloud",7136798.60160518,"palapye wwtp surface water"
1037,"4-(tert-butyl)phenyl 3,5-dimethylisoxazole-4-carboxylate","C16 H19 N O3",273.13571,274.14296,11.246,"mz_cloud",3293360.00491886,"maun wwtp (main) waste water"
1037,"4-(tert-butyl)phenyl 3,5-dimethylisoxazole-4-carboxylate","C16 H19 N O3",273.13571,274.14296,11.246,"mz_cloud",3065180.91311696,"glen valley (reclamation) surface water"
1037,"4-(tert-butyl)phenyl 3,5-dimethylisoxazole-4-carboxylate","C16 H19 N O3",273.13571,274.14296,11.246,"mz_cloud",3769832.90192633,"glen valley (recreational) surface water"
6442,"4-Acetamidoantipyrine","C13 H15 N3 O2",245.11657,246.12384,9.459,"mz_cloud",586695.353177005,"glen valley (recreational) surface water"
2778,"4-Amino-2-pyrazin-2-ylpyrimidine-5-carbonitrile","C9 H6 N6",198.06573,199.07301,19.073,"mz_cloud",2365522.83970474,"palapye wwtp (eff) waste water"
2778,"4-Amino-2-pyrazin-2-ylpyrimidine-5-carbonitrile","C9 H6 N6",198.06573,199.07301,19.073,"mz_cloud",3153365.35255898,"palapye wwtp surface water"
2778,"4-Amino-2-pyrazin-2-ylpyrimidine-5-carbonitrile","C9 H6 N6",198.06573,199.07301,19.073,"mz_cloud",3421972.32501723,"francistown wwtp surface water"
2778,"4-Amino-2-pyrazin-2-ylpyrimidine-5-carbonitrile","C9 H6 N6",198.06573,199.07301,19.073,"mz_cloud",1382731.56012548,"glen valley (reclamation) surface water"
2896,"4-Amino-5-[5-(3,4-dichlorophenyl)-1H-pyrazol-3-yl]-2,6-dimethyl-2,3-dihydropyridazin-3-one","C15 H13 Cl2 N5 O",349.04813,350.05541,10.344,"mz_cloud",2147432.35443729,"palapye wwtp (eff) waste water"
2896,"4-Amino-5-[5-(3,4-dichlorophenyl)-1H-pyrazol-3-yl]-2,6-dimethyl-2,3-dihydropyridazin-3-one","C15 H13 Cl2 N5 O",349.04813,350.05541,10.344,"mz_cloud",2702351.97826223,"palapye wwtp surface water"
2896,"4-Amino-5-[5-(3,4-dichlorophenyl)-1H-pyrazol-3-yl]-2,6-dimethyl-2,3-dihydropyridazin-3-one","C15 H13 Cl2 N5 O",349.04813,350.05541,10.344,"mz_cloud",3305670.74590469,"francistown wwtp surface water"
2896,"4-Amino-5-[5-(3,4-dichlorophenyl)-1H-pyrazol-3-yl]-2,6-dimethyl-2,3-dihydropyridazin-3-one","C15 H13 Cl2 N5 O",349.04813,350.05541,10.344,"mz_cloud",737258.399776114,"kasane wwtp (main) surface water"
2896,"4-Amino-5-[5-(3,4-dichlorophenyl)-1H-pyrazol-3-yl]-2,6-dimethyl-2,3-dihydropyridazin-3-one","C15 H13 Cl2 N5 O",349.04813,350.05541,10.344,"mz_cloud",1433940.1123005,"glen valley (reclamation) surface water"
2546,"4-Dimethylaminocinnamaldehyde","C11 H13 N O",175.09977,176.10705,7.011,"mz_cloud",3406076.19315802,"kasane wwtp (overflow) surface water"
1777,"4-Guanidinobutyric acid","C5 H11 N3 O2",145.08521,146.09249,1.3,"mz_cloud",163473.278465055,"lotsane dam surface water"
1777,"4-Guanidinobutyric acid","C5 H11 N3 O2",145.08521,146.09249,1.3,"mz_cloud",143076.751657639,"kasane (main) surface water"
1777,"4-Guanidinobutyric acid","C5 H11 N3 O2",145.08521,146.09249,1.3,"mz_cloud",112273.016739005,"kasane (recreational) surface water"
1777,"4-Guanidinobutyric acid","C5 H11 N3 O2",145.08521,146.09249,1.3,"mz_cloud",123803.700574963,"maun beach (after) surface water"
1777,"4-Guanidinobutyric acid","C5 H11 N3 O2",145.08521,146.09249,1.3,"mz_cloud",5217070.29515553,"maun wwtp (main) waste water"
1777,"4-Guanidinobutyric acid","C5 H11 N3 O2",145.08521,146.09249,1.3,"mz_cloud",754744.981970192,"glen valley (recreational) surface water"
7352,"4-Hydroxybenzophenone","C13 H10 O2",198.06809,199.07536,14.187,"mz_cloud",748916.259833355,"kasane (main) surface water"
3383,"4-Methoxycinnamic acid","C10 H10 O3",178.06305,179.07033,20.872,"mz_cloud",2725746.33201021,"maun wwtp (main) waste water"
742,"4-Methylbenzotriazole","C7 H7 N3",133.06409,134.07136,10.851,"mz_cloud",3232663.69557041,"palapye wwtp surface water"
630,"4-Methylbenzotriazole","C7 H7 N3",133.06409,134.07136,10.93,"mz_cloud",11805345.5348003,"francistown wwtp surface water"
742,"4-Methylbenzotriazole","C7 H7 N3",133.06409,134.07136,10.851,"mz_cloud",4247967.23783987,"kasane wwtp (main) surface water"
630,"4-Methylbenzotriazole","C7 H7 N3",133.06409,134.07136,10.93,"mz_cloud",5300750.57763166,"maun wwtp (main) waste water"
630,"4-Methylbenzotriazole","C7 H7 N3",133.06409,134.07136,10.93,"mz_cloud",9367885.70236389,"glen valley (reclamation) surface water"
6411,"4-Nitrosodiphenylamine","C12 H10 N2 O",198.07934,199.08662,8.699,"mz_cloud",1087302.39476971,"palapye wwtp (eff) waste water"
6411,"4-Nitrosodiphenylamine","C12 H10 N2 O",198.07934,199.08662,8.699,"mz_cloud",965985.695976595,"palapye wwtp surface water"
6194,"4-Piperidinecarboxamide","C6 H12 N2 O",128.09507,129.10235,1.215,"mz_cloud",1327431.34990261,"lecheng stream surface water"
6194,"4-Piperidinecarboxamide","C6 H12 N2 O",128.09507,129.10235,1.215,"mz_cloud",260067.394393859,"lecheng spring surface water"
6194,"4-Piperidinecarboxamide","C6 H12 N2 O",128.09507,129.10235,1.215,"mz_cloud",636932.331673432,"palapye wwtp (eff) waste water"
6194,"4-Piperidinecarboxamide","C6 H12 N2 O",128.09507,129.10235,1.215,"mz_cloud",214611.070524851,"kasane (main) surface water"
6194,"4-Piperidinecarboxamide","C6 H12 N2 O",128.09507,129.10235,1.215,"mz_cloud",315568.209343327,"glen valley (reclamation) surface water"
8441,"4-[(2-thienylmethylidene)amino]benzoic acid","C12 H9 N O2 S",231.03647,232.04375,10.432,"mz_cloud",578535.910470017,"kasane (main) surface water"
6559,"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","C18 H24 N2 O2",300.18389,301.19117,18.701,"mz_cloud",673325.741590142,"palapye wwtp surface water"
6559,"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","C18 H24 N2 O2",300.18389,301.19117,18.701,"mz_cloud",1215933.32632588,"francistown wwtp surface water"
6559,"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","C18 H24 N2 O2",300.18389,301.19117,18.701,"mz_cloud",416495.364113276,"kasane wwtp (overflow) surface water"
3470,"4-heptyl-3-methyl-1H-pyrazol-5-ol","C11 H20 N2 O",196.15759,197.16487,11.339,"mz_cloud",1056935.81553423,"palapye wwtp (eff) waste water"
6822,"4-heptyl-3-methyl-1H-pyrazol-5-ol","C11 H20 N2 O",196.15759,197.16486,10.194,"mz_cloud",826726.91474139,"palapye wwtp surface water"
6822,"4-heptyl-3-methyl-1H-pyrazol-5-ol","C11 H20 N2 O",196.15759,197.16486,10.194,"mz_cloud",914240.190036134,"kasane wwtp (main) surface water"
6822,"4-heptyl-3-methyl-1H-pyrazol-5-ol","C11 H20 N2 O",196.15759,197.16486,10.194,"mz_cloud",555791.235753587,"glen valley (reclamation) surface water"
3470,"4-heptyl-3-methyl-1H-pyrazol-5-ol","C11 H20 N2 O",196.15759,197.16487,11.339,"mz_cloud",765792.268831826,"glen valley (recreational) surface water"
2911,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","C11 H12 O3",192.07868,193.08597,16.692,"mz_cloud",1571317.92194336,"palapye wwtp surface water"
2911,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","C11 H12 O3",192.07868,193.08597,16.692,"mz_cloud",3282647.3245266,"maun wwtp (main) waste water"
707,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","C11 H12 O3",192.0787,193.08597,16.059,"mz_cloud",10213722.3092772,"glen valley (reclamation) surface water"
2911,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","C11 H12 O3",192.07868,193.08597,16.692,"mz_cloud",2699337.05607662,"glen valley (recreational) surface water"
6608,"4-methyl-2,3-dihydro-1H-pyrrolo[3,4-c]quinoline-1,3-dione","C12 H8 N2 O2",212.05856,213.06584,9.823,"mz_cloud",1198259.27594973,"glen valley (reclamation) surface water"
1306,"4-styrylpyridine","C13 H11 N",181.08922,182.09649,7.396,"mz_cloud",4954834.11494951,"palapye wwtp (eff) waste water"
1306,"4-styrylpyridine","C13 H11 N",181.08922,182.09649,7.396,"mz_cloud",6879863.61995085,"palapye wwtp surface water"
2326,"4-styrylpyridine","C13 H11 N",181.08921,182.09649,8.959,"mz_cloud",563759.257832996,"francistown wwtp surface water"
2326,"4-styrylpyridine","C13 H11 N",181.08921,182.09649,8.959,"mz_cloud",2014090.92122751,"kasane wwtp (main) surface water"
2326,"4-styrylpyridine","C13 H11 N",181.08921,182.09649,8.959,"mz_cloud",3764542.7344784,"maun wwtp (main) waste water"
1306,"4-styrylpyridine","C13 H11 N",181.08922,182.09649,7.396,"mz_cloud",3574999.7877107,"glen valley (reclamation) surface water"
2326,"4-styrylpyridine","C13 H11 N",181.08921,182.09649,8.959,"mz_cloud",4123036.49222264,"glen valley (recreational) surface water"
