"peak_number","name","formula","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
152,"Neostigmine","C12 H18 N2 O2",222.13693,223.14421,12.868,"mz_cloud",10238785.1395755,"palapye wwtp (eff) waste water"
152,"Neostigmine","C12 H18 N2 O2",222.13693,223.14421,12.868,"mz_cloud",11303707.1231781,"palapye wwtp surface water"
5310,"Neostigmine","C12 H18 N2 O2",222.13693,223.14419,7.653,"mz_cloud",219172.149009229,"lotsane dam surface water"
152,"Neostigmine","C12 H18 N2 O2",222.13693,223.14421,12.868,"mz_cloud",38514288.3240836,"francistown wwtp surface water"
152,"Neostigmine","C12 H18 N2 O2",222.13693,223.14421,12.868,"mz_cloud",17281094.8639162,"kasane wwtp (main) surface water"
4981,"Neostigmine","C12 H18 N2 O2",222.13691,223.14418,7.239,"mz_cloud",1842845.26338932,"kasane wwtp (overflow) surface water"
5310,"Neostigmine","C12 H18 N2 O2",222.13693,223.14419,7.653,"mz_cloud",496646.479138423,"kasane (main) surface water"
5310,"Neostigmine","C12 H18 N2 O2",222.13693,223.14419,7.653,"mz_cloud",523796.242303109,"kasane (recreational) surface water"
152,"Neostigmine","C12 H18 N2 O2",222.13693,223.14421,12.868,"mz_cloud",3941712.57262725,"glen valley (reclamation) surface water"
816,"Nobiletin","C21 H22 O8",402.13152,403.1388,16.742,"mz_cloud",10393868.7212736,"lecheng stream surface water"
816,"Nobiletin","C21 H22 O8",402.13152,403.1388,16.742,"mz_cloud",397966.673109428,"lecheng spring surface water"
816,"Nobiletin","C21 H22 O8",402.13152,403.1388,16.742,"mz_cloud",6498982.1869279,"palapye wwtp (eff) waste water"
816,"Nobiletin","C21 H22 O8",402.13152,403.1388,16.742,"mz_cloud",2843913.16368028,"palapye wwtp surface water"
816,"Nobiletin","C21 H22 O8",402.13152,403.1388,16.742,"mz_cloud",616932.263553689,"lotsane dam surface water"
816,"Nobiletin","C21 H22 O8",402.13152,403.1388,16.742,"mz_cloud",268055.604831338,"kasane wwtp (main) surface water"
3694,"Nobiletin","C21 H22 O8",402.13156,403.13884,17.757,"mz_cloud",2482191.7327546,"maun beach (after) surface water"
1029,"Nootkatone","C15 H22 O",218.16715,219.17442,17.242,"mz_cloud",1007973.9483419,"kasane wwtp (main) surface water"
7902,"Nootkatone","C15 H22 O",218.16715,219.17443,13.83,"mz_cloud",781945.859796472,"kasane (main) surface water"
1029,"Nootkatone","C15 H22 O",218.16715,219.17442,17.242,"mz_cloud",872246.008018688,"maun beach (before) surface water"
2871,"Norharman","C11 H8 N2",168.06879,169.07606,8.652,"mz_cloud",3143200.29755305,"francistown wwtp surface water"
1158,"OPEO","C16 H26 O2",250.19337,251.20065,20.154,"mz_cloud",952627.738406253,"lecheng stream surface water"
1158,"OPEO","C16 H26 O2",250.19337,251.20065,20.154,"mz_cloud",6988199.17344216,"lecheng spring surface water"
1158,"OPEO","C16 H26 O2",250.19337,251.20065,20.154,"mz_cloud",2029334.53328847,"palapye wwtp (eff) waste water"
1158,"OPEO","C16 H26 O2",250.19337,251.20065,20.154,"mz_cloud",3726768.64794653,"palapye wwtp surface water"
1158,"OPEO","C16 H26 O2",250.19337,251.20065,20.154,"mz_cloud",1832013.12507523,"maun wwtp (main) waste water"
4083,"Obacunone","C26 H30 O7",454.20055,455.20783,12.111,"mz_cloud",2241892.54420173,"kasane wwtp (main) surface water"
4615,"Octadecanamine","C18 H39 N",269.30834,270.31561,17.139,"mz_cloud",1529085.99355206,"lecheng stream surface water"
4615,"Octadecanamine","C18 H39 N",269.30834,270.31561,17.139,"mz_cloud",1560651.33532599,"lecheng spring surface water"
4615,"Octadecanamine","C18 H39 N",269.30834,270.31561,17.139,"mz_cloud",1451499.64825062,"palapye wwtp (eff) waste water"
4615,"Octadecanamine","C18 H39 N",269.30834,270.31561,17.139,"mz_cloud",1708509.72782243,"lotsane dam surface water"
4615,"Octadecanamine","C18 H39 N",269.30834,270.31561,17.139,"mz_cloud",1619001.70512604,"kasane (main) surface water"
4615,"Octadecanamine","C18 H39 N",269.30834,270.31561,17.139,"mz_cloud",1502785.6222163,"maun beach (before) surface water"
9539,"Octhilinone (OIT)","C11 H19 N O S",213.11873,214.12601,16.973,"mz_cloud",258150.817247739,"maun beach (before) surface water"
342,"Octyl decyl phthalate","C26 H42 O4",418.30833,419.3157,23.83,"mz_cloud",8651548.71257423,"lecheng stream surface water"
90,"Octyl decyl phthalate","C26 H42 O4",418.30834,419.3157,23.565,"mz_cloud",2652873.47595503,"lecheng spring surface water"
90,"Octyl decyl phthalate","C26 H42 O4",418.30834,419.3157,23.565,"mz_cloud",1999117.91706753,"palapye wwtp (eff) waste water"
90,"Octyl decyl phthalate","C26 H42 O4",418.30834,419.3157,23.565,"mz_cloud",1853458.8207809,"palapye wwtp surface water"
90,"Octyl decyl phthalate","C26 H42 O4",418.30834,419.3157,23.565,"mz_cloud",2229708.49582984,"lotsane dam surface water"
90,"Octyl decyl phthalate","C26 H42 O4",418.30834,419.3157,23.565,"mz_cloud",3185736.15108869,"francistown wwtp surface water"
342,"Octyl decyl phthalate","C26 H42 O4",418.30833,419.3157,23.83,"mz_cloud",8982802.24554049,"kasane wwtp (main) surface water"
90,"Octyl decyl phthalate","C26 H42 O4",418.30834,419.3157,23.565,"mz_cloud",1792781.84977517,"kasane wwtp (overflow) surface water"
342,"Octyl decyl phthalate","C26 H42 O4",418.30833,419.3157,23.83,"mz_cloud",8604304.28755834,"kasane (main) surface water"
342,"Octyl decyl phthalate","C26 H42 O4",418.30833,419.3157,23.83,"mz_cloud",10296226.2522381,"kasane (recreational) surface water"
90,"Octyl decyl phthalate","C26 H42 O4",418.30834,419.3157,23.565,"mz_cloud",2031510.27094492,"maun beach (before) surface water"
90,"Octyl decyl phthalate","C26 H42 O4",418.30834,419.3157,23.565,"mz_cloud",1743746.02842677,"maun beach (after) surface water"
90,"Octyl decyl phthalate","C26 H42 O4",418.30834,419.3157,23.565,"mz_cloud",2150661.84516598,"maun wwtp (main) waste water"
342,"Octyl decyl phthalate","C26 H42 O4",418.30833,419.3157,23.83,"mz_cloud",7603977.0397369,"glen valley (reclamation) surface water"
342,"Octyl decyl phthalate","C26 H42 O4",418.30833,419.3157,23.83,"mz_cloud",7034504.55225364,"glen valley (recreational) surface water"
5685,"Oxoamide","C10 H12 N2 O2",192.08993,193.09721,1.991,"mz_cloud",1355974.72873193,"francistown wwtp surface water"
5685,"Oxoamide","C10 H12 N2 O2",192.08993,193.09721,1.991,"mz_cloud",650538.868131985,"maun wwtp (main) waste water"
3316,"Oxyphenonium","C21 H33 N O3",347.24604,348.25332,9.523,"mz_cloud",722867.939282684,"palapye wwtp (eff) waste water"
3316,"Oxyphenonium","C21 H33 N O3",347.24604,348.25332,9.523,"mz_cloud",966325.03492224,"palapye wwtp surface water"
3316,"Oxyphenonium","C21 H33 N O3",347.24604,348.25332,9.523,"mz_cloud",515530.175883549,"francistown wwtp surface water"
3316,"Oxyphenonium","C21 H33 N O3",347.24604,348.25332,9.523,"mz_cloud",365151.073310852,"kasane wwtp (main) surface water"
3316,"Oxyphenonium","C21 H33 N O3",347.24604,348.25332,9.523,"mz_cloud",2879829.49845383,"glen valley (reclamation) surface water"
3316,"Oxyphenonium","C21 H33 N O3",347.24604,348.25332,9.523,"mz_cloud",1481242.93286409,"glen valley (recreational) surface water"
127,"PD 0200347","C10 H17 N3 O2",211.13205,212.13932,1.277,"mz_cloud",16357783.4986909,"kasane wwtp (main) surface water"
127,"PD 0200347","C10 H17 N3 O2",211.13205,212.13932,1.277,"mz_cloud",20322568.5224466,"kasane wwtp (overflow) surface water"
127,"PD 0200347","C10 H17 N3 O2",211.13205,212.13932,1.277,"mz_cloud",13853811.4722272,"maun beach (before) surface water"
127,"PD 0200347","C10 H17 N3 O2",211.13205,212.13932,1.277,"mz_cloud",22049141.681111,"maun beach (after) surface water"
127,"PD 0200347","C10 H17 N3 O2",211.13205,212.13932,1.277,"mz_cloud",15347426.3411577,"maun wwtp (main) waste water"
127,"PD 0200347","C10 H17 N3 O2",211.13205,212.13932,1.277,"mz_cloud",39897094.7915157,"glen valley (recreational) surface water"
5894,"PEG Monolaurate n4","C20 H40 O6",376.28256,399.27179,20.525,"mz_cloud",1440792.17096525,"kasane (main) surface water"
2963,"PEG Monolaurate n6","C24 H48 O8",464.33497,482.36887,18.241,"mz_cloud",3214497.34452042,"francistown wwtp surface water"
2963,"PEG Monolaurate n6","C24 H48 O8",464.33497,482.36887,18.241,"mz_cloud",614774.487499852,"kasane wwtp (main) surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",4392254.01785461,"lecheng stream surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",607852.478533585,"lecheng spring surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",170799332.146274,"palapye wwtp (eff) waste water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",292064545.966545,"palapye wwtp surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",6018893.14306308,"lotsane dam surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",4853541.79465662,"francistown wwtp surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",1328935.79833541,"kasane wwtp (main) surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",10429937.9822213,"kasane (main) surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",11472783.5762637,"kasane (recreational) surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",4130013.239253,"maun beach (before) surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",2628011.02634097,"maun beach (after) surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",5235609.41090206,"maun wwtp (main) waste water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",1945745.81925252,"glen valley (reclamation) surface water"
11,"PEG n10","C20 H42 O11",458.27267,476.3065,9.972,"mz_cloud",2807117.93855493,"glen valley (recreational) surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",3889931.60366539,"lecheng stream surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",426895.312176135,"lecheng spring surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",152864058.161484,"palapye wwtp (eff) waste water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",334931188.085596,"palapye wwtp surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",6241007.59155189,"lotsane dam surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",4653561.95246556,"francistown wwtp surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",1366548.96072765,"kasane wwtp (main) surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",11699304.13379,"kasane (main) surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",12231640.2766943,"kasane (recreational) surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",4695150.53174344,"maun beach (before) surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",3546626.00902444,"maun beach (after) surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",5336844.53629575,"maun wwtp (main) waste water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",1867518.48822125,"glen valley (reclamation) surface water"
10,"PEG n11","C22 H46 O12",502.29895,520.33279,10.408,"mz_cloud",2863976.57935909,"glen valley (recreational) surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",2868525.14684448,"lecheng stream surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",386221.185268828,"lecheng spring surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",110787521.793594,"palapye wwtp (eff) waste water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",250648556.138699,"palapye wwtp surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",3972211.35012618,"lotsane dam surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",3861150.99431237,"francistown wwtp surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",1532502.30467289,"kasane wwtp (main) surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",8811208.82650323,"kasane (main) surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",11197547.0682966,"kasane (recreational) surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",4614869.7851373,"maun beach (before) surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",3490212.77351151,"maun beach (after) surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",4462982.77670647,"maun wwtp (main) waste water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",1486556.67288034,"glen valley (reclamation) surface water"
12,"PEG n12","C24 H50 O13",546.32507,564.35884,10.796,"mz_cloud",3366122.02504618,"glen valley (recreational) surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",2046494.70465809,"lecheng stream surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",35975051.6832933,"palapye wwtp (eff) waste water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",62972503.4499224,"palapye wwtp surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",1804130.85819761,"lotsane dam surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",3520744.44008166,"francistown wwtp surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",7156843.83887842,"kasane (main) surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",9790690.22880196,"kasane (recreational) surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",2785866.23629897,"maun beach (before) surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",3455470.04523977,"maun beach (after) surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",4046953.8558832,"maun wwtp (main) waste water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",1042240.11113906,"glen valley (reclamation) surface water"
79,"PEG n13","C26 H54 O14",590.3513,608.38526,11.142,"mz_cloud",2469795.2068382,"glen valley (recreational) surface water"
60,"PEG n14","C28 H58 O15",634.37741,652.41123,11.471,"mz_cloud",1075518.22660542,"lecheng stream surface water"
60,"PEG n14","C28 H58 O15",634.37741,652.41123,11.471,"mz_cloud",37439573.2119089,"palapye wwtp (eff) waste water"
60,"PEG n14","C28 H58 O15",634.37741,652.41123,11.471,"mz_cloud",72200239.134521,"palapye wwtp surface water"
60,"PEG n14","C28 H58 O15",634.37741,652.41123,11.471,"mz_cloud",2675076.9976025,"francistown wwtp surface water"
60,"PEG n14","C28 H58 O15",634.37741,652.41123,11.471,"mz_cloud",4799490.17734662,"kasane (recreational) surface water"
60,"PEG n14","C28 H58 O15",634.37741,652.41123,11.471,"mz_cloud",3148239.1599965,"maun beach (after) surface water"
60,"PEG n14","C28 H58 O15",634.37741,652.41123,11.471,"mz_cloud",3765815.78745945,"maun wwtp (main) waste water"
60,"PEG n14","C28 H58 O15",634.37741,652.41123,11.471,"mz_cloud",806803.527106251,"glen valley (reclamation) surface water"
60,"PEG n14","C28 H58 O15",634.37741,652.41123,11.471,"mz_cloud",1911664.09680533,"glen valley (recreational) surface water"
142,"PEG n15","C30 H62 O16",678.40348,701.39266,11.765,"mz_cloud",20236167.0942881,"palapye wwtp (eff) waste water"
142,"PEG n15","C30 H62 O16",678.40348,701.39266,11.765,"mz_cloud",41311666.1668234,"palapye wwtp surface water"
142,"PEG n15","C30 H62 O16",678.40348,701.39266,11.765,"mz_cloud",2862546.62229028,"francistown wwtp surface water"
142,"PEG n15","C30 H62 O16",678.40348,701.39266,11.765,"mz_cloud",2358005.0134363,"kasane (main) surface water"
142,"PEG n15","C30 H62 O16",678.40348,701.39266,11.765,"mz_cloud",3177836.49438796,"kasane (recreational) surface water"
142,"PEG n15","C30 H62 O16",678.40348,701.39266,11.765,"mz_cloud",1013054.60698145,"maun beach (before) surface water"
142,"PEG n15","C30 H62 O16",678.40348,701.39266,11.765,"mz_cloud",3238045.21871282,"maun wwtp (main) waste water"
142,"PEG n15","C30 H62 O16",678.40348,701.39266,11.765,"mz_cloud",774615.911808811,"glen valley (reclamation) surface water"
142,"PEG n15","C30 H62 O16",678.40348,701.39266,11.765,"mz_cloud",1962672.24068895,"glen valley (recreational) surface water"
2740,"PEG n5","C10 H22 O6",238.14175,239.14903,8.289,"mz_cloud",1452169.35523157,"palapye wwtp (eff) waste water"
2740,"PEG n5","C10 H22 O6",238.14175,239.14903,8.289,"mz_cloud",3460433.78910335,"palapye wwtp surface water"
1743,"PEG n6","C12 H26 O7",282.168,283.17528,8.928,"mz_cloud",2449992.74496082,"palapye wwtp (eff) waste water"
1743,"PEG n6","C12 H26 O7",282.168,283.17528,8.928,"mz_cloud",5319228.13166266,"palapye wwtp surface water"
1743,"PEG n6","C12 H26 O7",282.168,283.17528,8.928,"mz_cloud",143813.699010433,"kasane (recreational) surface water"
1002,"PEG n7","C14 H30 O8",326.1942,327.20148,8.929,"mz_cloud",3305201.68856723,"palapye wwtp (eff) waste water"
1002,"PEG n7","C14 H30 O8",326.1942,327.20148,8.929,"mz_cloud",8649411.82979411,"palapye wwtp surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",3861645.95924438,"lecheng stream surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",1010660.63507354,"lecheng spring surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",169700708.133804,"palapye wwtp (eff) waste water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",383384042.722408,"palapye wwtp surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",7560037.62374478,"lotsane dam surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",8218191.96376654,"francistown wwtp surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",1115191.74944942,"kasane wwtp (main) surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",4706480.11768771,"kasane (main) surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",12720076.3458388,"kasane (recreational) surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",3599037.92589769,"maun beach (before) surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",1187156.79445687,"maun beach (after) surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",5565408.95448399,"maun wwtp (main) waste water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",3167343.93673894,"glen valley (reclamation) surface water"
7,"PEG n8","C16 H34 O9",370.2202,371.2275,8.928,"mz_cloud",4528704.29381745,"glen valley (recreational) surface water"
260,"PPG n10","C30 H62 O11",598.42914,621.41831,18.205,"mz_cloud",15066269.5055737,"palapye wwtp (eff) waste water"
260,"PPG n10","C30 H62 O11",598.42914,621.41831,18.205,"mz_cloud",18885619.7319057,"palapye wwtp surface water"
260,"PPG n10","C30 H62 O11",598.42914,621.41831,18.205,"mz_cloud",24581550.8058385,"francistown wwtp surface water"
260,"PPG n10","C30 H62 O11",598.42914,621.41831,18.205,"mz_cloud",2539153.89308215,"kasane wwtp (main) surface water"
260,"PPG n10","C30 H62 O11",598.42914,621.41831,18.205,"mz_cloud",827769.596233568,"kasane (main) surface water"
260,"PPG n10","C30 H62 O11",598.42914,621.41831,18.205,"mz_cloud",10728711.2793447,"glen valley (reclamation) surface water"
217,"PPG n7","C21 H44 O8",424.30368,425.31101,15.904,"mz_cloud",6002529.42273648,"palapye wwtp (eff) waste water"
217,"PPG n7","C21 H44 O8",424.30368,425.31101,15.904,"mz_cloud",7140211.81485666,"palapye wwtp surface water"
217,"PPG n7","C21 H44 O8",424.30368,425.31101,15.904,"mz_cloud",27362286.2010549,"francistown wwtp surface water"
217,"PPG n7","C21 H44 O8",424.30368,425.31101,15.904,"mz_cloud",7646203.25610507,"glen valley (reclamation) surface water"
73,"PPG n8","C24 H50 O9",482.34549,505.3347,16.832,"mz_cloud",13875371.0572227,"palapye wwtp (eff) waste water"
73,"PPG n8","C24 H50 O9",482.34549,505.3347,16.832,"mz_cloud",19023869.8994153,"palapye wwtp surface water"
73,"PPG n8","C24 H50 O9",482.34549,505.3347,16.832,"mz_cloud",59227715.6477283,"francistown wwtp surface water"
73,"PPG n8","C24 H50 O9",482.34549,505.3347,16.832,"mz_cloud",19173684.5650729,"glen valley (reclamation) surface water"
391,"PPG n9","C27 H56 O10",540.38725,558.42104,17.585,"mz_cloud",7637714.35649505,"palapye wwtp surface water"
391,"PPG n9","C27 H56 O10",540.38725,558.42104,17.585,"mz_cloud",14319377.6466291,"francistown wwtp surface water"
391,"PPG n9","C27 H56 O10",540.38725,558.42104,17.585,"mz_cloud",1150932.9843402,"maun wwtp (main) waste water"
391,"PPG n9","C27 H56 O10",540.38725,558.42104,17.585,"mz_cloud",5311368.90296153,"glen valley (reclamation) surface water"
1536,"Palmitelaidic acid methyl ester","C17 H32 O2",268.24031,269.24759,22.433,"mz_cloud",5663021.02465211,"palapye wwtp surface water"
6242,"Penicillic acid","C8 H10 O4",170.05795,171.06523,7.397,"mz_cloud",1082583.34313613,"palapye wwtp (eff) waste water"
6242,"Penicillic acid","C8 H10 O4",170.05795,171.06523,7.397,"mz_cloud",1326821.59046466,"palapye wwtp surface water"
7859,"Penicillic acid","C8 H10 O4",170.05795,171.06523,6.781,"mz_cloud",802955.366478189,"kasane (main) surface water"
5313,"PharmaGSID_47333","C22 H30 N4 O2",382.23547,383.24275,12.975,"mz_cloud",376264.084457417,"palapye wwtp surface water"
5313,"PharmaGSID_47333","C22 H30 N4 O2",382.23547,383.24275,12.975,"mz_cloud",1682018.50195033,"maun wwtp (main) waste water"
2467,"Phenyl phosphate","C6 H7 O4 P",174.00827,175.01554,22.041,"mz_cloud",1643397.59730415,"lecheng stream surface water"
2467,"Phenyl phosphate","C6 H7 O4 P",174.00827,175.01554,22.041,"mz_cloud",1043180.814517,"lecheng spring surface water"
2467,"Phenyl phosphate","C6 H7 O4 P",174.00827,175.01554,22.041,"mz_cloud",3891628.6920285,"palapye wwtp (eff) waste water"
5438,"Phenyl phosphate","C6 H7 O4 P",174.00828,175.01556,17.179,"mz_cloud",1619202.89398217,"maun wwtp (main) waste water"
7125,"Phthaldialdehyde","C8 H6 O2",134.03687,135.04415,16.338,"mz_cloud",505125.519404183,"lecheng stream surface water"
5744,"Phthaldialdehyde","C8 H6 O2",134.03687,135.04415,8.558,"mz_cloud",1278057.06131269,"francistown wwtp surface water"
5472,"Phthaldialdehyde","C8 H6 O2",134.03687,135.04415,12.218,"mz_cloud",1610102.92556251,"kasane wwtp (main) surface water"
5744,"Phthaldialdehyde","C8 H6 O2",134.03687,135.04415,8.558,"mz_cloud",890525.41181593,"kasane (main) surface water"
5744,"Phthaldialdehyde","C8 H6 O2",134.03687,135.04415,8.558,"mz_cloud",751282.027636586,"kasane (recreational) surface water"
5744,"Phthaldialdehyde","C8 H6 O2",134.03687,135.04415,8.558,"mz_cloud",1500565.72976453,"maun beach (after) surface water"
5744,"Phthaldialdehyde","C8 H6 O2",134.03687,135.04415,8.558,"mz_cloud",844964.702648669,"glen valley (reclamation) surface water"
4711,"Piperiacetildenafil","C24 H31 N5 O3",437.24137,438.24865,10.038,"mz_cloud",1932480.15096003,"francistown wwtp surface water"
9480,"Poly THF n5","C20 H42 O6",378.29817,379.30535,19.54,"mz_cloud",285663.336726348,"lecheng stream surface water"
2427,"Poly THF n5","C20 H42 O6",378.29818,401.28742,19.402,"mz_cloud",3112821.6971677,"palapye wwtp (eff) waste water"
2427,"Poly THF n5","C20 H42 O6",378.29818,401.28742,19.402,"mz_cloud",3204281.25637543,"palapye wwtp surface water"
2427,"Poly THF n5","C20 H42 O6",378.29818,401.28742,19.402,"mz_cloud",3320049.89160261,"francistown wwtp surface water"
2427,"Poly THF n5","C20 H42 O6",378.29818,401.28742,19.402,"mz_cloud",1367923.9313736,"kasane wwtp (main) surface water"
9480,"Poly THF n5","C20 H42 O6",378.29817,379.30535,19.54,"mz_cloud",138830.009170178,"kasane (main) surface water"
9480,"Poly THF n5","C20 H42 O6",378.29817,379.30535,19.54,"mz_cloud",121892.964906673,"kasane (recreational) surface water"
1195,"Poly THF n7","C28 H58 O8",522.41329,545.40253,20.722,"mz_cloud",7431396.32100591,"francistown wwtp surface water"
9122,"Prolylglycine","C7 H12 N2 O3",172.08486,173.09213,1.258,"mz_cloud",416230.847104019,"lecheng spring surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",8864474.2628826,"palapye wwtp (eff) waste water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",7619026.50644649,"palapye wwtp surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",11471154.9359111,"francistown wwtp surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",12070951.3109254,"kasane wwtp (main) surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",49548685.388882,"kasane wwtp (overflow) surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",21606989.5798827,"kasane (main) surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",24147642.2255303,"kasane (recreational) surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",10027569.45058,"maun beach (before) surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",22344719.663614,"maun beach (after) surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",20701462.7223995,"maun wwtp (main) waste water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",7504471.40320316,"glen valley (reclamation) surface water"
107,"Prolylleucine","C11 H20 N2 O3",228.14748,229.15475,1.2,"mz_cloud",25862652.7518772,"glen valley (recreational) surface water"
7699,"Propazine","C9 H16 Cl N5",229.11036,230.11764,7.166,"mz_cloud",827328.264489223,"maun wwtp (main) waste water"
1492,"Propyzamide","C12 H11 Cl2 N O",255.02184,256.02911,16.339,"mz_cloud",6165078.86984289,"glen valley (reclamation) surface water"
1492,"Propyzamide","C12 H11 Cl2 N O",255.02184,256.02911,16.339,"mz_cloud",698439.094050257,"glen valley (recreational) surface water"
