"name","sample_location","mean_area"
"(+)-2,5-Dimethoxyamphetamine","sc004",4666471.25434906
"(+)-2,5-Dimethoxyamphetamine","sc008",1241870.46963192
"(+)-2,5-Dimethoxyamphetamine","sc009",5507878.12333104
"(+)-2,5-Dimethoxyamphetamine","sc014",22189963.7357222
"(+)-2,5-Dimethoxyamphetamine","sc15",20507405.324056
"(+)-Aphidicolin","sc001",1325360.95625651
"(+)-Aphidicolin","sc002",6555975.0692595
"(+)-Aphidicolin","sc003",25740468.3225388
"(+)-Aphidicolin","sc004",39008759.0518181
"(+)-Aphidicolin","sc005",5665220.88866544
"(+)-Aphidicolin","sc007",687675.009292657
"(+)-Aphidicolin","sc008",4915513.70343773
"(+)-Aphidicolin","sc009",1834131.70696022
"(+)-Aphidicolin","sc010",2935520.94440122
"(+)-Aphidicolin","sc011",22627978.5098412
"(+)-Aphidicolin","sc012",200789.61630819
"(+)-Aphidicolin","sc013",2349869.93514359
"(+)-Aphidicolin","sc014",6787808.58282177
"(+)-Aphidicolin","sc023",4231132.5315186
"(+)-Aphidicolin","sc18",6924737.44905453
"(+)-Aphidicolin","solution",1066175.47142311
"(+)-Taxifolin","sc003",1550767.60504472
"(+)-Taxifolin","sc004",1842154.97524326
"(+)-Taxifolin","sc007",817695.183149823
"(+)-Taxifolin","sc020",1161707.58638438
"(+)-Taxifolin","sc023",391007.960318884
"(+)-Taxifolin","sc15",369661.908531544
"(+)-Taxifolin","sc16",652203.108386152
"(+-)-alminoprofen","sc003",2027305.81828421
"(+-)-alminoprofen","sc004",1343307.06571126
"(+-)-alminoprofen","sc008",1577404.8547739
"(+-)-alminoprofen","sc009",13004131.6634867
"(+-)-alminoprofen","sc011",968923.980560619
"(+-)-alminoprofen","sc012",400131.889798374
"(+-)-alminoprofen","sc013",2722308.02892526
"(+-)-alminoprofen","sc014",25283015.2500721
"(+-)-alminoprofen","sc020",11610933.4965678
"(+-)-alminoprofen","sc023",6459672.87512703
"(+-)-alminoprofen","sc15",20167030.7562761
"(+-)-alminoprofen","sc16",1435023.97643775
"(+/-)-3,4-(Methylenedioxy)amphetamine","sc007",4887449.03767584
"(+/-)-3,4-(Methylenedioxy)amphetamine","sc009",4333758.10423023
"(+/-)-3,4-(Methylenedioxy)amphetamine","sc014",3311309.39729683
"(+/-)-3,4-(Methylenedioxy)amphetamine","sc15",3752080.27227566
"(+/-)-C75","sc008",1898347.09211364
"(+/-)-C75","sc010",3293029.27052283
"(+/-)-C75","sc011",488812.366065462
"(+/-)-C75","sc014",1691361.12136136
"(+/-)-cis-3-Methyl thiofentanyl","sc003",1310274.91430521
"(+/-)-cis-3-Methyl thiofentanyl","sc010",382274.920616197
"(+/-)-threo-Methylnaphthidate","sc010",119245.737672266
"(+/-)-threo-Methylnaphthidate","sc014",1551416.28104433
"(+/-)-threo-Methylnaphthidate","sc020",125737.49826654
"(+/-)-threo-Methylnaphthidate","sc023",429924.438325385
"(+/-)-threo-Methylnaphthidate","sc18",130568.758803236
"(+/-)11(12)-DiHET","sc003",7582440.47241319
"(+/-)11(12)-DiHET","sc004",4816721.83245484
"(+/-)11(12)-DiHET","sc008",2825773.6779674
"(+/-)11(12)-DiHET","sc009",1941758.59704143
"(+/-)11(12)-DiHET","sc013",5908787.36834611
"(+/-)11(12)-DiHET","sc014",4812536.77475396
"(+/-)11(12)-DiHET","sc020",1334866.7780923
"(+/-)11(12)-DiHET","sc023",3895528.40119306
"(+/-)11(12)-DiHET","sc15",938559.227039974
"(+/-)11(12)-DiHET","sc16",4041830.89216017
"(+/-)12(13)-DiHOME","sc002",5290040.90517709
"(+/-)12(13)-DiHOME","sc004",733673.652688442
"(-)-Camphanic acid","sc010",624664.916153409
"(-)-Camphanic acid","sc023",1046660.95370646
"(-)-Erythromycin","sc003",1423334.11319319
"(-)-Erythromycin","sc007",961475.472663329
"(-)-Erythromycin","sc008",1016174.17306882
"(-)-Erythromycin","sc012",382315.410818141
"(-)-Erythromycin","sc020",298828.801670072
"(-)-Erythromycin","sc16",343611.792170235
"(-)-Ifosfamide","sc16",291594.562522602
"(-)-Strychnine","qc15x",1302449.37332291
"(-)-Strychnine","sc003",35052610.7439675
"(-)-Strychnine","sc004",32120368.8311327
"(-)-Strychnine","sc007",14969656.3065251
"(-)-Strychnine","sc008",7071193.56531593
"(-)-Strychnine","sc010",1318551.61157225
"(-)-Strychnine","sc011",3096809.76376132
"(-)-Strychnine","sc012",440467.255218031
"(-)-Strychnine","sc013",1359294.65570331
"(-)-Strychnine","sc014",7133189.7544297
"(-)-Strychnine","sc020",186342772.52812
"(-)-Strychnine","sc023",26869031.6166193
"(-)-Strychnine","sc15",11830292.1172417
"(-)-Strychnine","sc16",7288209.33996218
"(-)-Strychnine","sc18",1270645.21898386
"(1'S,2'S)-3',11'-dihydroxy-1',2',5'-trimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0Â?,â·]dodecan]-5'-en-4'-one","sc004",790182.5824331
"(1'S,2'S)-3',11'-dihydroxy-1',2',5'-trimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0Â?,â·]dodecan]-5'-en-4'-one","sc007",861416.325357502
"(1'S,2'S)-3',11'-dihydroxy-1',2',5'-trimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0Â?,â·]dodecan]-5'-en-4'-one","sc010",245089.236563896
"(1'S,2'S)-3',11'-dihydroxy-1',2',5'-trimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0Â?,â·]dodecan]-5'-en-4'-one","sc011",450266.258211457
"(1'S,2'S)-3',11'-dihydroxy-1',2',5'-trimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0Â?,â·]dodecan]-5'-en-4'-one","sc16",346465.217179783
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","sc004",826957.071126966
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","sc008",182806.022371561
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","sc011",959442.240735831
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","sc013",169174.741741281
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","sc014",647096.048798353
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","sc023",292497.942800485
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","solution",148824.687374323
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc002",397535.077350885
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc003",3733446.83823557
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc004",3412105.40589357
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc007",15393186.5955118
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc009",7266912.5003065
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc014",6642542.85464058
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc020",9098532.03922039
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc023",4763362.0733332
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc15",1947073.70665206
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one","sc16",1412397.55693276
"(1E,4S,5E,7R,9E,11aR,14S,14aR,15S,15aR,16aS)-7-Hydroxy-14-(1H-indol-3-ylmethyl)-4,6,15,15a-tetramethyl-4,7,14,14a,15,15a,16a,16b-octahydro-3H-cyclotrideca[d]oxireno[f]isoindole-8,11,12(13H)-trione","sc014",933895.095665598
"(1E,4S,5E,7R,9E,11aR,14S,14aR,15S,15aR,16aS)-7-Hydroxy-14-(1H-indol-3-ylmethyl)-4,6,15,15a-tetramethyl-4,7,14,14a,15,15a,16a,16b-octahydro-3H-cyclotrideca[d]oxireno[f]isoindole-8,11,12(13H)-trione","sc15",1421854.04179589
"(1R,2R,4S,16R,17R,20S)-2-hydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.0Âa,Âaâ·.0â´,Âaâ¶.0â¶,Âaâ´.0â¸,ÂaÂ?]tricosa-6,8(12),13-trien-11-one","sc014",1595189.84604345
"(1R,2R,4S,16R,17R,20S)-2-hydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.0Âa,Âaâ·.0â´,Âaâ¶.0â¶,Âaâ´.0â¸,ÂaÂ?]tricosa-6,8(12),13-trien-11-one","sc023",1059124.16302702
"(1R,2R,4S,16R,17R,20S)-2-hydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.0Âa,Âaâ·.0â´,Âaâ¶.0â¶,Âaâ´.0â¸,ÂaÂ?]tricosa-6,8(12),13-trien-11-one","sc15",1040514.43046121
"(1R,2R,5S,8R,10R,14R)-20-hydroxy-1,2,14,18,18-pentamethyl-17-oxo-8-(prop-1-en-2-yl)pentacyclo[11.8.0.0Â?,Âaâ°.0âµ,âa.0Âaâ´,Âaâa]henicosane-5-carboxylic acid","sc001",1194765.05623861
"(1R,2R,5S,8R,10R,14R)-20-hydroxy-1,2,14,18,18-pentamethyl-17-oxo-8-(prop-1-en-2-yl)pentacyclo[11.8.0.0Â?,Âaâ°.0âµ,âa.0Âaâ´,Âaâa]henicosane-5-carboxylic acid","sc003",1143569.39726418
"(1R,2R,5S,8R,10R,14R)-20-hydroxy-1,2,14,18,18-pentamethyl-17-oxo-8-(prop-1-en-2-yl)pentacyclo[11.8.0.0Â?,Âaâ°.0âµ,âa.0Âaâ´,Âaâa]henicosane-5-carboxylic acid","sc009",3170137.2544801
"(1R,2R,6R,9R)-2,11,11-trimethyl-3-oxotricyclo[4.3.2.0Âa,âµ]undecane-9-carboxylic acid","sc007",1169001.48017597
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","qc15x",1313424.44178329
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc001",4576614.78538684
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc002",958571.362852709
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc003",29459552.8575008
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc004",30078425.7844131
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc005",11080210.3812008
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc007",7684462.09975415
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc008",9135885.67660325
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc009",1014966.03669599
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc010",17097752.5548371
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc011",20284841.3329207
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc012",11131774.8468573
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc013",14009539.5436358
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc014",16650972.8473413
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc020",62659087.9985286
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc023",3733933.0883906
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc15",17800351.8348485
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc16",17250595.754263
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc17",6813644.53947879
"(1R,2S,3R,4R)-3-(Isobutylamino)-4-(3-pyridinyl)-1,2-cyclopentanediol","sc18",13065333.5367782
"(1R,2S,3R,4R)-3-[(Cyclopentylmethyl)amino]-4-phenyl-1,2-cyclopentanediol","sc008",582279.61532047
"(1R,2S,3R,4R)-3-[(Cyclopentylmethyl)amino]-4-phenyl-1,2-cyclopentanediol","sc023",415969.31078099
"(1R,3R,4S,6S,8R,9R,10S,11S)-9-(acetyloxy)-8-hydroxy-3,8-dimethyl-12-methylidene-7,13-dioxo-5,14-dioxatricyclo[9.3.0.0â´,â¶]tetradecan-10-yl 2-methylprop-2-enoate","sc023",562639.648563636
"(1R,3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0Âa,ÂaÂa.0Âl,â·.0â·,ÂaÂa.0ÂaÂl,Âaâ·]nonadecane-5,15,18-trione","sc003",765628.530473779
"(1R,3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0Âa,ÂaÂa.0Âl,â·.0â·,ÂaÂa.0ÂaÂl,Âaâ·]nonadecane-5,15,18-trione","sc004",893648.607159615
"(1R,3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0Âa,ÂaÂa.0Âl,â·.0â·,ÂaÂa.0ÂaÂl,Âaâ·]nonadecane-5,15,18-trione","sc007",822525.546808842
"(1R,3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0Âa,ÂaÂa.0Âl,â·.0â·,ÂaÂa.0ÂaÂl,Âaâ·]nonadecane-5,15,18-trione","sc009",2444348.49453377
"(1R,3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0Âa,ÂaÂa.0Âl,â·.0â·,ÂaÂa.0ÂaÂl,Âaâ·]nonadecane-5,15,18-trione","sc014",2311183.51572953
"(1R,3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0Âa,ÂaÂa.0Âl,â·.0â·,ÂaÂa.0ÂaÂl,Âaâ·]nonadecane-5,15,18-trione","sc023",1034581.47564215
"(1R,3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0Âa,ÂaÂa.0Âl,â·.0â·,ÂaÂa.0ÂaÂl,Âaâ·]nonadecane-5,15,18-trione","sc15",3019078.54224783
"(1R,3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0Âa,ÂaÂa.0Âl,â·.0â·,ÂaÂa.0ÂaÂl,Âaâ·]nonadecane-5,15,18-trione","sc16",704868.741827956
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","qc15x",1182319.8991769
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc001",606746.723049328
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc002",1512717.60477914
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc003",906870.020235433
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc004",1172590.94549764
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc005",2178414.76321408
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc007",1554680.75235238
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc008",1733332.46621147
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc009",5639138.85344737
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc010",5492430.38857557
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc011",6026657.77927852
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc012",1345614.32829948
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc013",4737131.96796577
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc014",3573636.08740613
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc020",4982026.46240225
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc023",8669740.48291403
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc15",25738757.8582884
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc16",1063188.70328335
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc17",1082182.82779098
"(1R,5S,6S)-3-(hydroxymethyl)-5-{[(2Z)-2-methylbut-2-enoyl]oxy}-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-hydroxy-2-methylbut-2-enoate","sc18",6075762.04198913
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc004",1354226.2426942
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc008",795039.976623343
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc010",215107.378903331
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc013",334785.544335912
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc014",479279.017078581
"(1R,9R)-5-(2-Methylphenyl)-11-(methylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc003",1985768.5360339
"(1R,9R)-5-(2-Methylphenyl)-11-(methylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc009",2887092.81318931
"(1R,9R)-5-(2-Methylphenyl)-11-(methylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc023",3328859.79232268
"(1R,9R)-5-(2-Methylphenyl)-11-(propylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc007",832303.508098901
"(1R,9R)-5-(2-Methylphenyl)-11-(propylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc18",527220.372863063
"(1R,9R)-5-Cyclohexyl-11-(propylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc007",2084459.52605275
"(1R,9R)-5-Cyclohexyl-11-(propylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc014",1425774.36920401
"(1R,9R)-5-Cyclohexyl-11-(propylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc15",3259894.27103266
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc001",6308695.95907171
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc002",468312.147364569
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc005",1074868.47812339
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc008",2648574.20321102
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc010",7172423.97727228
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc011",2490363.95422169
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc012",1703811.45411753
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc013",2414617.16771289
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc014",8277182.11293278
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc020",3275199.11918617
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc023",17444669.7919081
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc15",1775736.35037315
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc16",1909007.8981126
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc17",2281167.42362505
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc18",5381905.42698861
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","solution",130169.423262711
"(1R,9S)-11-(4-Fluorobenzoyl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc001",178658.886580853
"(1R,9S)-11-(4-Fluorobenzoyl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc003",2975735.35543798
"(1R,9S)-11-(4-Fluorobenzoyl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc004",3149742.3997184
"(1R,9S)-11-(4-Fluorobenzoyl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc007",45859173.2375088
"(1R,9S)-11-(4-Fluorobenzoyl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc008",1028327.03322853
"(1R,9S)-11-(4-Fluorobenzoyl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc014",518380.138243861
"(1R,9S)-11-(Cyclohexylcarbonyl)-5-(2-methylphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc003",1627439.77553385
"(1R,9S)-11-(Cyclohexylcarbonyl)-5-(2-methylphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc004",2111267.92811697
"(1R,9S)-11-(Cyclohexylcarbonyl)-5-(2-methylphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc007",6253494.54237763
"(1R,9S)-11-(Cyclohexylmethyl)-5-{2-[(dimethylamino)methyl]phenyl}-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc020",826749.941095344
"(1R,9S)-11-(Cyclohexylmethyl)-5-{2-[(dimethylamino)methyl]phenyl}-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc023",673780.931832731
"(1R,9S)-11-(Tetrahydro-2H-pyran-4-yl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc003",4054918.10791589
